417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,
417,417,417,417,513,514,514,514,514,514,514,514,514,514,514,514,514,514,514,515,417,417,417,417,
417,417,485,417,545,445,1610613179,546,445,2684355005,546,3221225915,546,546,3221225915,546,2684355003,446,1610613179,547,417,485,417,417,
417,417,417,417,545,1610613181,2684355005,546,1610613182,3221225917,546,442,546,546,442,546,546,442,546,547,417,417,417,417,
417,417,485,417,545,2684355003,3221225917,546,443,546,546,1610613181,1610613179,546,443,546,546,443,546,547,417,485,417,417,
417,417,417,417,577,578,578,578,578,578,578,578,578,578,578,578,578,578,578,579,417,417,417,417,
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,3221225826,1,1,1,1,1,1610613090,417,
417,417,417,417,417,417,417,417,417,417,417,3221225826,1610613090,417,417,417,486,295,486,1,1,1,1,417,
417,513,514,514,514,514,514,514,515,417,3221225826,1,1,1610613090,417,417,417,417,417,417,417,1,1,417,
417,545,982,987,1013,1013,1017,984,547,417,485,1,1,485,417,417,1,1,1,243,1,1,1,417,
417,545,546,546,980,546,546,546,547,417,1,1,1,1,1,1,1,1,1,417,417,1,1,417,
417,545,1014,991,980,1023,984,1016,547,417,1,1,1,1,1,1,1,1,1,275,1,1,1,417,
417,577,578,578,578,578,578,578,579,417,417,1,1,417,417,417,1,1,1,417,417,1,417,417,
417,417,417,417,417,417,417,417,417,417,3221225826,1,1,1610613090,417,417,417,1,1,307,1,1,417,417,
417,417,417,417,417,417,417,417,417,1,1,1,1,1,1,417,417,417,417,417,417,417,417,417,
417,417,417,417,417,417,417,417,417,1,417,417,417,417,1,417,417,417,417,417,417,417,417,417,
417,417,1,1,1,486,1,1,1,1,1,1,1,1,1,1,1,1,486,1,1,1,417,417,
417,417,374,417,417,417,417,417,417,417,417,417,590,417,417,417,417,417,417,417,417,375,417,417,
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,
417,513,514,514,514,514,515,417,417,513,514,514,514,514,515,417,417,513,514,514,514,514,515,417,
417,545,984,980,1017,1023,547,417,417,545,1015,1019,988,1018,547,417,417,545,987,980,1016,983,547,417,
417,577,578,578,578,578,579,417,417,577,578,578,578,578,579,417,417,577,578,578,578,578,579,417,
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417
